accuracy,precision,recall,f1,roc_auc,avg_precision,brier,model_name,n_samples,n_events,cv_scheme,is_selected,model_version_utc
0.6436781609195402,0.4523809523809524,0.7037037037037037,0.5507246376811594,0.7537037037037037,0.5582426118615247,0.21477452177183506,logistic_balanced,87,3,leave_one_event_out,True,2026-04-20T06:33:17Z
0.7011494252873564,0.5172413793103449,0.5555555555555556,0.5357142857142857,0.758641975308642,0.5687112426815049,0.1866520044792566,random_forest_depth4,87,3,leave_one_event_out,False,2026-04-20T06:33:17Z
