accuracy,precision,recall,f1,roc_auc,avg_precision,brier,model_name,n_samples,n_events,cv_scheme,is_selected,model_version_utc
0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.3910754093538436,logistic_balanced,3,3,leave_one_event_out,True,2026-04-20T06:33:17Z
0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.408037037037037,random_forest_depth3,3,3,leave_one_event_out,False,2026-04-20T06:33:17Z
